classesCount,invariantCount,testsCount,description,generatedAtTime,identifier,invalidatedAtTime,title,likelyInvariants_identifier,producedBy_identifier,supportFiles_identifier,testDriver_identifier,verifies_identifier,definedIn_identifier,dataInsertedBy_identifier,wasAttributedTo_identifier,wasDerivedFrom_identifier,wasGeneratedBy_identifier,wasImpactedBy_identifier,wasRevisionOf_identifier
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_215,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_216,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_217,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_218,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_219,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_220,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_221,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_222,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_223,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_224,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_225,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_226,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_227,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_228,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_229,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_230,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_231,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_232,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_233,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_234,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_235,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_236,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_237,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_238,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_239,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_240,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_241,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_242,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_243,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_244,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_245,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_246,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_247,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_248,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_249,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_250,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_251,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_252,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_253,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_254,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_255,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_256,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_257,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_258,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_259,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_260,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_261,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_262,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_263,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_264,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_265,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_266,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_267,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_268,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_269,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_270,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_271,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_272,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_273,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_274,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_275,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_276,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_277,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_278,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_279,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_280,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_281,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_282,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_283,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_284,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_285,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_286,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_287,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_288,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_289,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_290,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_291,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_292,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_293,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_294,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_295,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_296,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_297,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_298,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_299,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_300,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_301,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_302,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_303,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_304,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_305,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_306,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_307,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_308,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_309,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_310,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_311,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_312,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_313,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_314,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_315,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_316,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_317,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_318,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_319,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_320,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_321,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_322,,,,,,,,,,,
2,3,3,Daikon version 5.8.8 output data,,Daikon_5_8_8_OUT,,Daikon version 5.8.8 invariant detection,LIKELY_INVARIANT_SPEC_323,,,,,,,,,,,
